id,full_name,p_b,job,country,state,city,series,no_of_units,marketing,warranty
276,Querida Kahen,Business,Game developer,Canada,Ontario,Lambton Shores,Dell Storage,55,Tech Blogs,6
277,Reinaldos Carus,Personal,Student,United States,California,Sacramento,XPS,2,Tech Blogs,36
278,Andromache Stickles,Business,Game developer,United States,California,Bakersfield,Alienware,69,Tech Blogs,12
279,Chloris Stocks,Personal,Chef,United States,California,Pasadena,Alienware,2,Tech Blogs,24
280,Barris Jelf,Personal,Game developer,United States,California,Irvine,XPS,2,Tech Blogs,12
281,Nalani Muzzullo,Personal,Student,United States,California,Garden Grove,Alienware,1,Tech Blogs,12
282,Carleton Sheriff,Business,Software Engineer,United States,California,Santa Ana,Chromebook,67,Tech Blogs,36
283,Correy Richford,Personal,Software Engineer,Canada,Ontario,Waterloo,Dell Security,1,Tech Blogs,24
284,Nydia Betonia,Personal,Student,United States,California,Whittier,Chromebook,1,Tech Blogs,6
285,Nanci Cottom,Personal,Student,Canada,Ontario,Willowdale,Chromebook,2,Tech Blogs,36
286,Letisha Kershaw,Personal,Game developer,United States,California,Sacramento,Chromebook,2,Tech Blogs,36
287,Boothe Ganders,Business,Software Engineer,United States,California,Los Angeles,Dell Security,85,Tech Blogs,36
288,Carri Spaxman,Personal,Student,United States,California,Van Nuys,Chromebook,1,Tech Blogs,6
289,Herold Speechley,Business,Software Engineer,Canada,Ontario,Petawawa,Chromebook,85,Tech Blogs,6
290,Jocko Zahor,Business,Software Engineer,Canada,Ontario,Picton,Dell Storage,29,Tech Blogs,6
291,Jacqui Harryman,Business,Software Engineer,United States,California,Oakland,Chromebook,65,Tech Blogs,12
292,Luise Southon,Business,Game developer,United States,California,Pasadena,Chromebook,83,Tech Blogs,36
293,Roselia Lyttle,Personal,Game developer,United States,California,Alhambra,XPS,1,Tech Blogs,6
294,Kliment Cratere,Personal,Game developer,Canada,Ontario,Barrie,Inspiron,1,Tech Blogs,12
295,Daune Bales,Personal,Software Engineer,United States,California,Los Angeles,Dell Security,1,Tech Blogs,12
296,Sonny Dungate,Business,Software Engineer,United States,California,Los Angeles,Inspiron,64,Tech Blogs,24
297,Skylar Ambrogetti,Personal,Chef,Canada,Ontario,Wingham,Dell Security,1,Tech Blogs,36
298,Cedric Balaizot,Business,Software Engineer,United States,California,Inglewood,Dell Security,72,Tech Blogs,36
299,Rori Folk,Personal,Software Engineer,Canada,Ontario,Neebing,Dell Security,2,Tech Blogs,12
300,Kylynn Littlepage,Personal,Software Engineer,United States,California,Pasadena,Dell Security,2,Tech Blogs,24
301,Ashia Beefon,Personal,Chef,Canada,Ontario,Oakville,Alienware,2,Tech Blogs,24
302,Eugenie Pentecost,Personal,Student,United States,California,San Jose,Dell Security,1,Tech Blogs,24
303,Othilie Thraves,Personal,Student,Canada,Ontario,Camlachie,XPS,1,Tech Blogs,36
304,Jarret Herche,Personal,Chef,United States,California,Los Angeles,Dell Security,2,Tech Blogs,12
305,Cyndia Mithon,Personal,Chef,United States,California,Irvine,Chromebook,2,Tech Blogs,12
306,Siward Anand,Business,Software Engineer,Canada,Ontario,Marathon,Inspiron,29,Tech Blogs,36
307,Thurston Stockman,Personal,Student,United States,California,Salinas,Chromebook,2,Tech Blogs,12
308,Humfrid De Paoli,Personal,Student,Canada,Ontario,Vaughan,XPS,1,Tech Blogs,12
309,Decca Shallo,Personal,Chef,United States,California,Whittier,Inspiron,1,Tech Blogs,36
310,Guenevere Lawless,Personal,Chef,United States,California,Sacramento,Dell Storage,2,Recommendation,36
311,Gil Upchurch,Business,Software Engineer,Canada,Ontario,Iroquois Falls,Dell Storage,25,Tech Blogs,36
312,Opalina Chevin,Personal,Software Engineer,Canada,Ontario,North Bay,Dell Storage,1,Tech Blogs,36
313,Leone Ridings,Business,Game developer,Canada,Ontario,Petawawa,XPS,77,Tech Blogs,12
314,Wilmar MacDermott,Business,Game developer,United States,California,Pasadena,Chromebook,44,Social Networks,12
315,Ara Ferens,Personal,Chef,United States,California,Fresno,Alienware,1,Tech Blogs,24
316,Dallon Goodswen,Personal,Student,Canada,Ontario,Casselman,Dell Security,1,Tech Blogs,24
317,Weston Bedbury,Business,Game developer,United States,California,Carlsbad,Alienware,37,Tech Blogs,36
318,Eberto Furlow,Personal,Chef,United States,California,Sacramento,Dell Security,1,Tech Blogs,6
319,Golda Lage,Personal,Game developer,Canada,Ontario,North York,Inspiron,1,Tech Blogs,12
320,Carolan Fuente,Business,Game developer,Canada,Ontario,Delaware,Chromebook,34,Tech Blogs,12
321,Zak Vasyukhichev,Business,Software Engineer,Canada,Ontario,Brant,Chromebook,60,Tech Blogs,24
322,Janaye Quadri,Personal,Chef,Canada,Ontario,Pembroke,XPS,1,Tech Blogs,12
323,Reinaldos Winspare,Personal,Software Engineer,United States,California,San Jose,Alienware,1,Tech Blogs,24
324,Ellary Agostini,Business,Software Engineer,United States,California,Sacramento,Chromebook,82,Tech Blogs,12
325,Lorenza O'Lochan,Business,Software Engineer,United States,California,San Francisco,XPS,87,Tech Blogs,24
326,Nonah Flaubert,Business,Game developer,United States,California,Pasadena,Chromebook,85,Tech Blogs,6
327,Hilde Siverns,Business,Game developer,Canada,Ontario,Mattawa,Inspiron,94,Tech Blogs,12
328,Hewitt Chatain,Personal,Game developer,United States,California,San Jose,Dell Storage,1,Tech Blogs,6
329,Robbi Boissieux,Personal,Software Engineer,United States,California,Torrance,XPS,1,Tech Blogs,36
330,Darby Ricoald,Business,Game developer,United States,California,Mountain View,XPS,58,Tech Blogs,6
331,Ulric Rendbaek,Business,Game developer,United States,California,Corona,Chromebook,87,Tech Blogs,24
332,Erich Surgison,Business,Software Engineer,Canada,Ontario,North Bay,Dell Storage,60,Tech Blogs,12
333,Ricky Ledington,Business,Software Engineer,United States,California,San Diego,Inspiron,23,Tech Blogs,36
334,Wanids Kollach,Personal,Chef,United States,California,Huntington Beach,Alienware,2,Tech Blogs,6
335,Hyacintha Cosstick,Personal,Game developer,United States,California,San Jose,Inspiron,2,Tech Blogs,24
336,Barnabe McAughtrie,Business,Game developer,United States,California,Oceanside,Dell Storage,59,Tech Blogs,6
337,Adelheid Schach,Personal,Software Engineer,Canada,Ontario,Owen Sound,XPS,1,Tech Blogs,6
338,Elna Jentges,Personal,Software Engineer,Canada,Ontario,Atikokan,Dell Storage,1,Social Networks,36
339,Desiri Bass,Business,Software Engineer,Canada,Ontario,Dorchester,XPS,76,Tech Blogs,6
340,Eberhard Gregoire,Business,Software Engineer,United States,California,Torrance,Dell Storage,64,Tech Blogs,12
341,Ryan Churm,Personal,Game developer,Canada,Ontario,Lambton Shores,Dell Storage,1,Tech Blogs,24
342,Zandra Egarr,Business,Software Engineer,United States,California,Oakland,XPS,90,Tech Blogs,6
343,Rebekah Greson,Personal,Software Engineer,United States,California,Santa Cruz,XPS,2,Tech Blogs,36
344,Mauricio Scandred,Business,Game developer,Canada,Ontario,Petrolia,Chromebook,69,Tech Blogs,24
345,Jen Wayman,Personal,Game developer,United States,California,Oakland,Inspiron,2,Tech Blogs,36
346,Barbabas Reyner,Business,Game developer,Canada,Ontario,Rayside-Balfour,Dell Storage,88,Social Networks,36
347,Pollyanna Bocke,Business,Software Engineer,Canada,Ontario,Lambton Shores,XPS,89,Tech Blogs,12
348,Tome Tinwell,Business,Game developer,Canada,Ontario,Ingersoll,Inspiron,37,Tech Blogs,6
349,Barn Hentze,Business,Software Engineer,Canada,Ontario,Neebing,Dell Security,41,Tech Blogs,6
350,Janenna Nice,Business,Game developer,United States,California,Alhambra,Inspiron,72,Tech Blogs,6
351,Valentine Bour,Business,Software Engineer,United States,California,San Jose,Chromebook,95,Tech Blogs,24
352,Kennett Sallenger,Business,Game developer,Canada,Ontario,Angus,Inspiron,22,Tech Blogs,12
353,Latisha Steer,Personal,Game developer,Canada,Ontario,Amherstburg,Alienware,1,Tech Blogs,6
354,Dylan De Brett,Personal,Chef,Canada,Ontario,Hearst,Dell Security,2,Tech Blogs,24
355,Justine Dodge,Personal,Student,United States,California,Van Nuys,Inspiron,1,Tech Blogs,12
356,Francklin Hardistry,Personal,Game developer,United States,California,Sacramento,Inspiron,2,Tech Blogs,12
357,Grayce Fewlass,Personal,Software Engineer,Canada,Ontario,St. Thomas,XPS,1,Social Networks,12
358,Kerry Mattiassi,Business,Game developer,Canada,Ontario,Arnprior,Dell Storage,65,Tech Blogs,12
359,Reggie Alessandone,Personal,Game developer,Canada,Ontario,Lambton Shores,Chromebook,2,Tech Blogs,36
360,Vinny Dales,Business,Software Engineer,Canada,Ontario,Sarnia,Inspiron,90,Tech Blogs,24
361,Odelle Schrader,Personal,Chef,United States,California,Los Angeles,Alienware,1,Tech Blogs,24
362,Melvyn Smidmore,Personal,Chef,United States,California,Pasadena,Dell Security,2,Tech Blogs,12
363,Tisha Naton,Business,Game developer,United States,California,Whittier,XPS,67,Tech Blogs,6
364,Berty O'Currigan,Personal,Game developer,United States,California,San Diego,Dell Security,1,Tech Blogs,12
365,Bartholomeo Aindriu,Personal,Student,Canada,Ontario,Petawawa,Dell Security,1,Tech Blogs,24
366,Dayle Yorath,Personal,Software Engineer,Canada,Ontario,Powassan,Dell Storage,1,Tech Blogs,6
367,Evie Pottage,Personal,Chef,Canada,Ontario,Greater Napanee,XPS,2,Tech Blogs,12
368,Morey Jones,Personal,Software Engineer,United States,California,Los Angeles,Chromebook,1,Tech Blogs,36
369,Willey Decaze,Personal,Software Engineer,Canada,Ontario,Oakville,XPS,1,Tech Blogs,36
370,Tiffie Doone,Business,Game developer,Canada,Ontario,Atikokan,Alienware,91,Tech Blogs,24
371,Mildrid Mucklo,Business,Software Engineer,United States,California,Oakland,Dell Storage,44,Tech Blogs,24
372,Nat Hanwell,Business,Game developer,United States,California,Sacramento,Inspiron,38,Social Networks,6
373,Bree Loveland,Business,Software Engineer,United States,California,Pasadena,Chromebook,87,Tech Blogs,24
374,Trula Killigrew,Business,Game developer,Canada,Ontario,Peterborough,Dell Security,44,Tech Blogs,6
375,Archibald Rochelle,Personal,Student,United States,California,San Jose,XPS,1,Tech Blogs,36
376,Josy Goodnow,Personal,Game developer,Canada,Ontario,St. Catharines,Dell Storage,1,Social Networks,12
377,Oliy Forward,Personal,Chef,United States,California,San Jose,Chromebook,2,Tech Blogs,6
378,Grazia Dewicke,Business,Game developer,Canada,Ontario,Bells Corners,XPS,73,Tech Blogs,6
379,Marybeth Falkous,Business,Game developer,Canada,Ontario,Camlachie,XPS,50,Tech Blogs,24
380,Robby Boullen,Personal,Chef,Canada,Ontario,Prince Edward,Chromebook,1,Tech Blogs,36
381,Homerus Mault,Business,Software Engineer,Canada,Ontario,Kitchener,Inspiron,34,Tech Blogs,12
382,Galen Diamant,Personal,Student,Canada,Ontario,Brampton,Dell Security,2,Tech Blogs,36
383,Sadye Ragless,Business,Software Engineer,Canada,Ontario,Aylmer,Inspiron,92,Tech Blogs,24
384,Yettie Gosneye,Personal,Game developer,United States,California,San Jose,Alienware,2,Tech Blogs,6
385,Lil Paulley,Business,Game developer,United States,California,Fullerton,Chromebook,38,Tech Blogs,6
386,Thorpe Knewstubb,Personal,Software Engineer,United States,California,Oakland,Alienware,2,Tech Blogs,6
387,Chen Belchambers,Personal,Game developer,Canada,Ontario,Thorold,Inspiron,2,Tech Blogs,6
388,Joseito Macauley,Business,Game developer,India,Andhra Pradesh,Agraharam,Alienware,48,Tech Blogs,12
389,Allen Tysall,Personal,Software Engineer,United States,California,Santa Cruz,Inspiron,2,Tech Blogs,36
390,Elli Fairbrass,Personal,Chef,Canada,Ontario,St. Thomas,Inspiron,2,Tech Blogs,24
391,Cesaro Petri,Personal,Game developer,United States,California,Pasadena,Inspiron,1,Tech Blogs,6
392,Salaidh Kemm,Personal,Chef,United States,California,Sunnyvale,Dell Security,2,Tech Blogs,12
393,Carri Aynold,Personal,Chef,United States,California,San Francisco,Chromebook,2,Tech Blogs,24
394,Kim McQuaide,Personal,Chef,United States,California,Sacramento,Dell Security,1,Tech Blogs,6
395,Shelton Corroyer,Personal,Game developer,Canada,Ontario,Petrolia,XPS,2,Tech Blogs,24
396,Adelina Marde,Business,Game developer,Canada,Ontario,Kapuskasing,Chromebook,41,Tech Blogs,12
397,Trixie Devorill,Personal,Student,Canada,Ontario,Milton,Dell Security,2,Tech Blogs,24
398,Lucius Savidge,Personal,Game developer,Canada,Ontario,South River,XPS,2,Tech Blogs,6
399,Samaria Gwyn,Personal,Student,United States,California,Los Angeles,Chromebook,2,Tech Blogs,12
400,Lula Philbrook,Business,Game developer,United States,California,Santa Monica,Inspiron,79,Tech Blogs,6
401,Bert Aldrich,Personal,Game developer,Canada,Ontario,Petawawa,XPS,1,Tech Blogs,12
402,Hastings Sultan,Business,Software Engineer,Canada,Ontario,Sarnia,Alienware,76,Tech Blogs,24
403,Nester Pedro,Personal,Chef,United States,California,Los Angeles,Dell Storage,1,Tech Blogs,12
404,Shelby Brozek,Personal,Student,Canada,Ontario,Powassan,Inspiron,2,Tech Blogs,6
405,Deina Winterburn,Personal,Chef,United States,California,Los Angeles,XPS,1,Tech Blogs,6
406,Bobbie Keppe,Business,Game developer,Canada,Ontario,Markham,Alienware,43,Tech Blogs,36
407,Cyndie Dace,Personal,Game developer,Canada,Ontario,Innisfil,Alienware,2,Tech Blogs,36
408,Justino Flear,Personal,Chef,Canada,Ontario,North Bay,Inspiron,1,Social Networks,36
409,Steffane Main,Personal,Chef,Canada,Ontario,Windsor,Dell Security,2,Tech Blogs,6
410,Charles Cowlin,Business,Software Engineer,United States,California,Newport Beach,Inspiron,48,Tech Blogs,6
411,Almeda Weldrick,Business,Software Engineer,United States,California,Fresno,XPS,45,Tech Blogs,12
412,Emmi Akister,Business,Software Engineer,United States,California,Oakland,Alienware,82,Tech Blogs,6
413,Sybil Sines,Business,Software Engineer,United States,California,San Jose,Alienware,78,Tech Blogs,12
414,Evaleen Reede,Business,Software Engineer,Canada,Ontario,Casselman,Dell Storage,81,Social Networks,12
415,Westbrooke Harrap,Business,Software Engineer,Canada,Ontario,Midland,Alienware,90,Tech Blogs,36
416,Velvet Gerish,Personal,Game developer,Canada,Ontario,Milton,Alienware,2,Tech Blogs,24
417,Lydon Crathern,Personal,Student,United States,California,San Francisco,Dell Security,1,Tech Blogs,6
418,Donny Batiste,Personal,Chef,United States,California,Torrance,Dell Storage,2,Tech Blogs,6
419,Emlen Keetley,Business,Software Engineer,United States,California,Santa Rosa,XPS,26,Tech Blogs,36
420,Dacey Chinge,Business,Software Engineer,Canada,Ontario,Barrie,XPS,49,Tech Blogs,24
421,Marje Mitskevich,Personal,Software Engineer,United States,California,Stockton,Alienware,1,Tech Blogs,6
422,Dareen Mathevet,Personal,Student,United States,California,San Diego,Dell Storage,2,Tech Blogs,12
423,Brigham Eveque,Personal,Software Engineer,United States,California,Los Angeles,Chromebook,1,Tech Blogs,12
424,Caryn Strain,Business,Software Engineer,United States,California,Mountain View,Alienware,52,Tech Blogs,6
425,Huntlee Morrilly,Personal,Student,United States,California,Fresno,XPS,2,Tech Blogs,36
426,Fee Wiltsher,Business,Software Engineer,United States,California,Los Angeles,Dell Storage,26,Tech Blogs,24
427,Evangelin Bascomb,Business,Game developer,United States,California,Los Angeles,Inspiron,79,Tech Blogs,12
428,Adelaida Hilland,Personal,Student,United States,California,Palmdale,XPS,2,Social Networks,24
429,Liza Goodinson,Personal,Student,Canada,Ontario,Petawawa,Chromebook,2,Social Networks,12
430,Margaretha Formigli,Personal,Game developer,United States,California,San Jose,Alienware,1,Tech Blogs,6
431,Skip Sallings,Personal,Chef,United States,California,San Rafael,Inspiron,1,Tech Blogs,6
432,Ede Bentson,Business,Software Engineer,United States,California,Fresno,Dell Security,98,Tech Blogs,12
433,Cly Tooting,Personal,Software Engineer,Canada,Ontario,Windsor,XPS,2,Tech Blogs,24
434,Hobard Caret,Business,Game developer,Canada,Ontario,Norfolk County,Chromebook,62,Tech Blogs,12
435,Carri Haggard,Personal,Chef,United States,California,San Diego,Inspiron,2,Tech Blogs,36
436,Lindon Boerderman,Personal,Game developer,India,Andhra Pradesh,Agraharam,Alienware,1,Social Networks,36
437,Saloma Lohrensen,Personal,Student,Canada,Ontario,Port Colborne,Chromebook,2,Tech Blogs,6
438,Barbette Rutt,Business,Software Engineer,Canada,Ontario,Oakville,Chromebook,70,Social Networks,36
439,Adrianne Teale,Personal,Game developer,Canada,Ontario,Omemee,Dell Storage,2,Tech Blogs,36
440,Carlye Phillippo,Business,Software Engineer,United States,California,San Diego,Inspiron,74,Tech Blogs,36
441,Hayes Helmke,Personal,Student,Canada,Ontario,Camlachie,Dell Storage,1,Tech Blogs,36
442,Lida McCaughran,Personal,Student,United States,California,Los Angeles,Dell Storage,1,Tech Blogs,24
443,Bryon Shatford,Personal,Student,United States,California,Los Angeles,Chromebook,1,Tech Blogs,36
444,Huntlee Morden,Business,Software Engineer,United States,California,Los Angeles,Alienware,95,Tech Blogs,24
445,Gabby Jiroudek,Business,Game developer,Canada,Ontario,St. Thomas,Dell Storage,47,Tech Blogs,6
446,Joaquin Wogan,Personal,Game developer,United States,California,Sacramento,Inspiron,2,Tech Blogs,36
447,Goldina Cave,Business,Software Engineer,Canada,Ontario,Delaware,Dell Storage,66,Tech Blogs,36
448,Hugibert Ludovici,Personal,Software Engineer,Canada,Ontario,Picton,XPS,2,Tech Blogs,24
449,Merlina Cumpsty,Personal,Student,United States,California,Mountain View,Inspiron,2,Tech Blogs,6
450,Guinevere Aleksich,Business,Software Engineer,United States,California,Whittier,XPS,66,Tech Blogs,24
451,Elinor Tyrer,Personal,Chef,Canada,Ontario,Brant,Alienware,2,Tech Blogs,36
452,Patrice Sollom,Business,Game developer,Canada,Ontario,Gananoque,Dell Storage,66,Tech Blogs,24
453,Dacy Mereweather,Personal,Game developer,Canada,Ontario,Powassan,Inspiron,2,Tech Blogs,24
454,Shepperd Rennix,Personal,Game developer,United States,California,Sacramento,Dell Security,1,Tech Blogs,12
455,Chane Ruselin,Personal,Chef,Canada,Ontario,Owen Sound,Inspiron,1,Tech Blogs,6
