id,full_name,p_b,job,country,state,city,series,no_of_units,marketing,warranty
295,Kristina Colkett,Business,Game developer,Canada,Ontario,Woodstock,Alienware,87,Recommendation,36
296,Bernhard Tutton,Personal,Software Engineer,Canada,Ontario,Smiths Falls,XPS,2,Offline,6
297,Giselbert Huggill,Business,Student,Canada,Ontario,South River,Servers,94,Tech Blogs,24
298,Matelda Abramovic,Personal,Software Engineer,United States,California,Long Beach,Alienware,1,Social Networks,12
299,Richart Jouannin,Personal,Software Engineer,United States,California,Santa Rosa,XPS,2,Tech Blogs,36
300,Enrique Linnell,Business,Software Engineer,United States,California,Sacramento,XPS,39,Tech Blogs,24
301,Lolly Feldklein,Personal,Game developer,United States,California,San Jose,Alienware,2,Tech Blogs,6
302,Letta Demer,Personal,Software Engineer,United States,California,San Francisco,XPS,2,Social Networks,24
303,Cicely Strathern,Business,Game developer,Canada,Ontario,Sarnia,Alienware,45,Social Networks,12
304,Eddi Husband,Personal,Chef,Canada,Ontario,St. Catharines,Chromebook,1,Recommendation,6
305,Hanna Stovine,Business,Chef,Canada,Ontario,Thorold,Chromebook,47,Tech Blogs,24
306,Kalle Haydon,Personal,Game developer,United States,California,Fresno,Alienware,1,Social Networks,36
307,Madelin McIlhone,Business,Student,United States,California,Newport Beach,Inspiron,68,Tech Blogs,36
308,Codi Rugiero,Business,Game developer,Canada,Ontario,Brampton,Alienware,91,Recommendation,6
309,Aile Conen,Business,Game developer,Canada,Ontario,Timmins,Alienware,77,Offline,24
310,Mikel Clingoe,Business,Student,United States,California,Long Beach,Inspiron,51,Offline,12
311,Krystle Boagey,Business,Game developer,United States,California,Orange,Servers,90,Recommendation,12
312,Coriss Roderham,Personal,Game developer,United States,California,San Diego,Alienware,1,Social Networks,12
313,Malissa Cicculini,Business,Student,United States,California,Whittier,XPS,53,Recommendation,24
314,Consuela Pierucci,Business,Software Engineer,United States,California,Lancaster,Alienware,34,Recommendation,36
315,Rockey Neilson,Business,Software Engineer,Canada,Ontario,London,XPS,28,Recommendation,12
316,Florrie Betchley,Business,Chef,United States,California,Los Angeles,Chromebook,92,Offline,36
317,Samuele Sate,Personal,Student,United States,California,Fullerton,Inspiron,1,Social Networks,12
318,Alane Dominique,Personal,Software Engineer,United States,California,Bakersfield,Servers,1,Offline,12
319,Melisent Stollenbecker,Business,Software Engineer,United States,California,Santa Rosa,Servers,99,Offline,36
320,Guinna Boatman,Personal,Software Engineer,Canada,Ontario,Brant,XPS,1,Recommendation,24
321,Nicolas Alban,Business,Software Engineer,Canada,Ontario,North Bay,XPS,27,Tech Blogs,24
322,Paloma Weaben,Business,Chef,United States,California,Los Angeles,Chromebook,44,Social Networks,6
323,Salim Drinkel,Personal,Student,Canada,Ontario,Mississauga,Inspiron,2,Recommendation,24
324,Meade Cawthera,Personal,Software Engineer,India,Andhra Pradesh,Agraharam,XPS,1,Offline,36
325,Albina Broderick,Business,Software Engineer,Canada,Ontario,Toronto,Alienware,89,Offline,36
326,Kristina Leatherland,Business,Software Engineer,Canada,Ontario,London,XPS,80,Offline,6
327,Kendal Alberti,Personal,Game developer,Canada,Ontario,Wingham,Alienware,2,Tech Blogs,36
328,Leonore Sarjent,Business,Student,United States,California,Mountain View,Inspiron,95,Offline,24
329,Marga Jaquin,Personal,Game developer,United States,California,Fresno,Alienware,1,Tech Blogs,12
330,Adella McBay,Personal,Student,Canada,Ontario,Peterborough,XPS,2,Tech Blogs,6
331,Nananne Driver,Personal,Game developer,Canada,Ontario,Kingston,Alienware,1,Recommendation,24
332,Lonni Ferraresi,Personal,Student,United States,California,Stockton,Inspiron,1,Tech Blogs,36
333,Elsa Franchyonok,Business,Student,United States,California,Huntington Beach,XPS,38,Offline,6
334,Yettie Debnam,Business,Student,United States,California,Salinas,Inspiron,31,Offline,24
335,Noell Reavell,Personal,Software Engineer,United States,California,Garden Grove,XPS,1,Recommendation,6
336,Nadean Josskowitz,Business,Chef,India,Andhra Pradesh,Agraharam,Chromebook,29,Tech Blogs,6
337,Vivienne Di Pietro,Business,Game developer,United States,California,Lancaster,Alienware,98,Recommendation,24
338,Alethea Surcomb,Business,Student,United States,California,San Jose,Inspiron,45,Offline,36
339,Kristel Jouannisson,Personal,Game developer,Canada,Ontario,Hearst,Alienware,2,Tech Blogs,36
340,Ulla Antonutti,Personal,Student,Canada,Ontario,Iroquois Falls,Alienware,2,Social Networks,6
341,Eddie Sandall,Business,Chef,Canada,Ontario,Angus,Chromebook,45,Offline,6
342,Dulce Haygreen,Business,Student,United States,California,Pasadena,Chromebook,34,Offline,6
343,Forrest Brimble,Business,Chef,Canada,Ontario,Carleton Place,Chromebook,99,Social Networks,12
344,Natty Leacock,Personal,Chef,United States,California,Sacramento,Chromebook,2,Offline,6
345,Marylee Huleatt,Personal,Chef,Canada,Ontario,Amherstburg,Chromebook,2,Recommendation,24
346,Muire Aicken,Personal,Game developer,United States,California,Lancaster,XPS,1,Offline,12
347,Viviene Derye-Barrett,Personal,Student,United States,California,Mountain View,Inspiron,1,Offline,12
348,Halli Bizzey,Business,Software Engineer,United States,California,Pasadena,Servers,20,Social Networks,12
349,Bird Seeney,Business,Game developer,Canada,Ontario,South River,Alienware,60,Offline,36
350,Torin Winser,Business,Student,Canada,Ontario,Petrolia,Inspiron,30,Tech Blogs,6
351,Frank Cristofanini,Personal,Game developer,Canada,Ontario,Windsor,Alienware,2,Recommendation,24
352,Odella Peschka,Business,Student,Canada,Ontario,Pembroke,Inspiron,95,Social Networks,36
353,Ximenez Bennetto,Business,Software Engineer,United States,California,Sacramento,Alienware,78,Recommendation,12
354,Francis Frantsev,Personal,Student,Canada,Ontario,Orillia,Inspiron,1,Social Networks,24
355,Lucian Searles,Business,Chef,United States,California,San Francisco,Chromebook,42,Tech Blogs,36
356,Micky Maine,Personal,Chef,United States,California,Sacramento,XPS,2,Recommendation,6
357,Betteann Sebrens,Business,Software Engineer,Canada,Ontario,Concord,XPS,74,Recommendation,24
358,Burg Newiss,Business,Student,Canada,Ontario,Owen Sound,Inspiron,50,Recommendation,12
359,Rhiamon de Aguirre,Business,Student,United States,California,Newport Beach,Inspiron,31,Recommendation,12
360,Jenelle Forsythe,Business,Student,United States,California,San Jose,Inspiron,26,Offline,6
361,Petronilla Bacop,Business,Software Engineer,United States,California,Salinas,XPS,63,Offline,6
362,Diann Shellard,Business,Game developer,United States,California,Sacramento,Alienware,23,Social Networks,12
363,Sarette Banyard,Business,Student,Canada,Ontario,Kapuskasing,Inspiron,40,Recommendation,6
364,Giacopo Gorling,Business,Chef,Canada,Ontario,South River,Chromebook,27,Tech Blogs,24
365,Ingmar Eddie,Business,Student,Canada,Ontario,Owen Sound,Inspiron,33,Social Networks,24
366,Marijo Grosvenor,Business,Game developer,Canada,Ontario,Arnprior,Alienware,35,Offline,24
367,Nicolina Jerke,Business,Game developer,United States,California,Carlsbad,Alienware,24,Offline,6
368,Rod Stuehmeier,Business,Software Engineer,Canada,Ontario,London,XPS,31,Offline,6
369,Simmonds Monks,Personal,Game developer,United States,California,Los Angeles,Alienware,1,Recommendation,12
370,Faith McDougal,Business,Chef,Canada,Ontario,Newmarket,Chromebook,63,Social Networks,6
371,Morten Ochiltree,Business,Game developer,United States,California,San Bernardino,Alienware,77,Tech Blogs,6
372,Collie Glasner,Business,Game developer,United States,California,Los Angeles,XPS,32,Offline,36
373,Freddy Spradbrow,Business,Game developer,United States,California,Anaheim,Alienware,40,Tech Blogs,24
374,Marje Heaford,Personal,Game developer,Canada,Ontario,Willowdale,Alienware,2,Tech Blogs,12
375,Issiah Godsil,Personal,Software Engineer,Canada,Ontario,Windsor,Alienware,2,Tech Blogs,24
376,Stanleigh Gabbat,Business,Game developer,Canada,Ontario,Bancroft,Alienware,94,Recommendation,24
377,Katrina Medlicott,Personal,Chef,Canada,Ontario,St. Thomas,Inspiron,2,Social Networks,6
378,Francesca Moon,Business,Software Engineer,United States,California,Mountain View,Alienware,31,Social Networks,24
379,Salim Drieu,Personal,Software Engineer,United States,California,Van Nuys,XPS,1,Social Networks,6
380,Dottie Ibbett,Personal,Chef,United States,California,Los Angeles,Inspiron,1,Offline,24
381,Sergeant Tremmil,Personal,Chef,United States,California,Newport Beach,Chromebook,1,Social Networks,6
382,Fonzie Segge,Personal,Software Engineer,United States,California,Santa Rosa,XPS,1,Recommendation,24
383,Alanna McColley,Business,Software Engineer,Canada,Ontario,Skatepark,XPS,28,Offline,12
384,Kim Massel,Personal,Student,Canada,Ontario,Fort Erie,Inspiron,2,Tech Blogs,36
385,Billye Dowman,Business,Chef,Canada,Ontario,London,Chromebook,47,Offline,24
386,Demetria Van Merwe,Business,Game developer,Canada,Ontario,Picton,Alienware,71,Tech Blogs,6
387,Mireille Skaife d'Ingerthorpe,Business,Chef,United States,California,San Diego,Chromebook,70,Tech Blogs,12
388,Ryun English,Personal,Student,Canada,Ontario,Stratford,Inspiron,2,Tech Blogs,36
389,Venus Adanez,Business,Software Engineer,Canada,Ontario,Delaware,Alienware,65,Recommendation,24
390,Giana Wreak,Personal,Student,Canada,Ontario,Mattawa,Inspiron,1,Social Networks,36
391,Spike Gaddas,Personal,Software Engineer,Canada,Ontario,Clarence-Rockland,XPS,2,Tech Blogs,6
392,Estele Egar,Personal,Software Engineer,United States,California,San Diego,XPS,1,Social Networks,6
393,Demetris Tarver,Personal,Student,Canada,Ontario,Petawawa,Inspiron,1,Recommendation,24
394,Ahmed Buggy,Personal,Chef,Canada,Ontario,Milton,Chromebook,2,Recommendation,24
395,Hailee Proback,Personal,Software Engineer,Canada,Ontario,Hanover,Alienware,2,Tech Blogs,6
396,Ilyssa Charlewood,Personal,Student,Canada,Ontario,South River,Inspiron,1,Recommendation,24
397,Shalne Mallan,Personal,Game developer,United States,California,Los Angeles,XPS,2,Social Networks,6
398,Daisey Olesen,Business,Student,Canada,Ontario,Carleton Place,Inspiron,83,Recommendation,12
399,Anatola Entwistle,Personal,Student,Canada,Ontario,Petawawa,Inspiron,1,Tech Blogs,24
400,Desmond Raff,Business,Software Engineer,Canada,Ontario,Amherstburg,XPS,80,Recommendation,6
401,Rutger McFadzean,Business,Software Engineer,United States,California,Corona,XPS,34,Social Networks,36
402,Myrtia Graddell,Business,Chef,United States,California,Oceanside,Chromebook,40,Recommendation,12
403,Emmett Noni,Personal,Game developer,United States,California,Burbank,Alienware,2,Recommendation,24
404,Casar Dankov,Personal,Game developer,United States,California,Pasadena,Servers,2,Tech Blogs,12
405,Agnes Derrett,Personal,Game developer,Canada,Ontario,Carleton Place,XPS,2,Social Networks,6
406,Gualterio Olivazzi,Personal,Game developer,United States,California,Pasadena,Alienware,1,Tech Blogs,24
407,Otho Kinnaird,Business,Student,Canada,Ontario,Thorold,Inspiron,95,Recommendation,12
408,Boyd Lamcken,Business,Software Engineer,United States,California,Sacramento,Servers,42,Social Networks,12
409,Barbi Thunders,Business,Software Engineer,Canada,Ontario,St. Thomas,XPS,84,Recommendation,6
410,Willow Fice,Business,Software Engineer,Canada,Ontario,Little Current,Alienware,29,Recommendation,24
411,Deirdre Ewbank,Business,Student,United States,California,Los Angeles,Inspiron,39,Offline,6
412,Filippa Patria,Personal,Software Engineer,United States,California,Stockton,Servers,2,Offline,24
413,Bobbie Rotge,Personal,Student,United States,California,Carlsbad,Inspiron,2,Social Networks,6
414,Shaughn Nawton,Business,Game developer,Canada,Ontario,Oshawa,Alienware,94,Tech Blogs,12
415,Grannie McConnal,Business,Software Engineer,Canada,Ontario,Ottawa,XPS,26,Recommendation,36
416,Wanids Breddy,Business,Chef,Canada,Ontario,Greater Napanee,Chromebook,99,Tech Blogs,12
417,Gretal O'Sheeryne,Personal,Game developer,United States,California,Fullerton,Alienware,1,Offline,12
418,Lockwood Broske,Personal,Student,Canada,Ontario,Woodstock,Inspiron,1,Recommendation,6
419,Adeline Aujean,Personal,Game developer,United States,California,Irvine,Alienware,2,Tech Blogs,24
420,Merrili Whitlow,Business,Student,Canada,Ontario,Camlachie,Inspiron,33,Recommendation,6
421,Roxine Agett,Personal,Software Engineer,Canada,Ontario,Norfolk County,XPS,1,Recommendation,6
422,Alissa Noads,Personal,Game developer,Canada,Ontario,Owen Sound,Alienware,1,Tech Blogs,6
423,Chrisse Younie,Personal,Student,Canada,Ontario,Mississauga,Inspiron,1,Tech Blogs,24
424,Margeaux Krollmann,Personal,Game developer,United States,California,Oakland,Alienware,1,Tech Blogs,36
425,Jacquie Slyvester,Business,Student,United States,California,San Jose,Inspiron,52,Recommendation,24
426,Bond Joannidi,Business,Game developer,United States,California,Pasadena,Alienware,93,Recommendation,24
427,Margret Grove,Business,Student,United States,California,Los Angeles,Inspiron,95,Social Networks,12
428,Beret Fewings,Personal,Game developer,Canada,Ontario,Innisfil,Alienware,2,Social Networks,12
429,Lothaire Ceaplen,Business,Chef,Canada,Ontario,Arnprior,Chromebook,47,Recommendation,24
430,Jobie Mainstone,Personal,Software Engineer,United States,California,Huntington Beach,Servers,1,Recommendation,12
431,Edi Dasent,Business,Student,Canada,Ontario,Rayside-Balfour,Inspiron,92,Tech Blogs,24
432,Heida Le Friec,Personal,Chef,United States,California,San Francisco,Chromebook,2,Tech Blogs,36
433,Giffy Giannasi,Personal,Game developer,United States,California,Oceanside,Alienware,2,Offline,6
434,Kristyn Strattan,Business,Student,Canada,Ontario,Newmarket,Inspiron,61,Tech Blogs,36
435,Humfrid Capun,Personal,Game developer,Canada,Ontario,North Perth,Alienware,2,Recommendation,6
436,Kassie Luno,Business,Game developer,United States,California,San Jose,Alienware,97,Offline,12
437,Woodman Akaster,Business,Software Engineer,Canada,Ontario,Willowdale,XPS,29,Social Networks,24
438,Raimondo MacClure,Business,Student,United States,California,Van Nuys,Inspiron,75,Tech Blogs,6
439,Garik Wegener,Personal,Student,Canada,Ontario,Pembroke,Inspiron,2,Offline,6
440,Moll Faveryear,Business,Game developer,Canada,Ontario,Neebing,Alienware,93,Social Networks,6
441,Edita Brettel,Business,Software Engineer,United States,California,Alhambra,XPS,21,Tech Blogs,24
442,Phyllis Corrao,Personal,Chef,United States,California,Petaluma,Chromebook,2,Offline,36
443,Thurston Kinnard,Business,Chef,United States,California,Bakersfield,Chromebook,26,Recommendation,12
444,Sheree O'Henecan,Business,Chef,Canada,Ontario,Aylmer,Chromebook,54,Social Networks,6
445,Madella Clutterbuck,Business,Chef,United States,California,Los Angeles,Inspiron,94,Recommendation,24
446,Kirstyn Lineham,Personal,Software Engineer,Canada,Ontario,Innisfil,XPS,2,Recommendation,6
447,Belvia Vest,Business,Student,United States,California,Pasadena,Inspiron,76,Tech Blogs,12
448,Jany Scotchforth,Business,Software Engineer,United States,California,Sunnyvale,Servers,56,Social Networks,24
449,Devin Daysh,Business,Chef,United States,California,Los Angeles,Inspiron,25,Offline,36
450,Patti Toxell,Personal,Chef,United States,California,Sacramento,Chromebook,1,Recommendation,24
451,Dorey Clemett,Business,Software Engineer,United States,California,Los Angeles,XPS,31,Recommendation,36
452,Shana Wisham,Personal,Chef,Canada,Ontario,Orangeville,Chromebook,1,Social Networks,24
453,Michelina Karolovsky,Personal,Software Engineer,United States,California,Fresno,XPS,2,Tech Blogs,12
454,Esme Yarker,Personal,Software Engineer,Canada,Ontario,Kirkland Lake,XPS,2,Tech Blogs,6
455,Maitilde Dugdale,Personal,Game developer,United States,California,Petaluma,Alienware,2,Recommendation,12
456,Dori Dood,Business,Student,Canada,Ontario,Norfolk County,Inspiron,92,Tech Blogs,24
457,Rossie Martynov,Personal,Chef,Canada,Ontario,Marathon,Chromebook,1,Social Networks,36
458,Lilllie Blackader,Personal,Chef,Canada,Ontario,Waterloo,Chromebook,1,Offline,36
459,Buck Gosswell,Personal,Game developer,Canada,Ontario,Barrie,Alienware,1,Social Networks,36
460,Aili Levee,Personal,Software Engineer,Canada,Ontario,Toronto,Servers,2,Offline,6
461,Yuma McGloin,Personal,Chef,United States,California,Long Beach,Chromebook,2,Tech Blogs,6
462,Cindelyn Pardal,Personal,Software Engineer,Canada,Ontario,Bells Corners,XPS,1,Recommendation,24
463,Parsifal Bigadike,Business,Student,Canada,Ontario,Lambton Shores,Inspiron,69,Offline,24
464,Alvira Carlyle,Business,Game developer,Canada,Ontario,Keswick,Alienware,34,Offline,12
465,Quill Florence,Personal,Student,Canada,Ontario,North Bay,Inspiron,1,Recommendation,36
466,Elene Schenkel,Personal,Game developer,Canada,Ontario,Ottawa,Alienware,2,Social Networks,6
